"added_route_id","trip_id"
"214","35843942"
"216","35843942"
"214","35843945"
"216","35843945"
"214","35843946"
"216","35843946"
"214","35843947"
"216","35843947"
"214","35843949"
"216","35843949"
"214","35843950"
"216","35843950"
"214","35843951"
"216","35843951"
"214","35843952"
"216","35843952"
"214","35843954"
"216","35843954"
"214","35843955"
"216","35843955"
"214","35843956"
"216","35843956"
"214","35843957"
"216","35843957"
"214","35843958"
"216","35843958"
"214","35843959"
"216","35843959"
"214","35843960"
"216","35843960"
"214","35844004"
"216","35844004"
"214","35844059"
"216","35844059"
"214","35844060"
"216","35844060"
"214","35844082"
"216","35844082"
"214","35844084"
"216","35844084"
"741","35768070"
"742","35768070"
"741","35768071"
"742","35768071"
"741","35768072"
"742","35768072"
"741","35768095"
"742","35768095"
"741","35768096"
"742","35768096"
"741","35768097"
"742","35768097"
"741","35768324"
"742","35768324"
"741","35768325"
"742","35768325"
"741","35768326"
"742","35768326"
"741","35768333"
"742","35768333"
"741","35768377"
"742","35768377"
"741","35768401"
"742","35768401"
"741","35768448"
"742","35768448"
"741","35768465"
"742","35768465"
"741","35768494"
"742","35768494"
"741","35768526"
"742","35768526"
"741","35768531"
"742","35768531"
"741","35768532"
"742","35768532"
"741","35768533"
"742","35768533"
"741","35768534"
"742","35768534"
"741","35768535"
"742","35768535"
"741","35768536"
"742","35768536"
"741","35768537"
"742","35768537"
"741","35768538"
"742","35768538"
"741","35768539"
"742","35768539"
"741","35768540"
"742","35768540"
"741","35768541"
"742","35768541"
"741","35768542"
"742","35768542"
"741","35768543"
"742","35768543"
"741","35768544"
"742","35768544"
"741","35768545"
"742","35768545"
"741","35768546"
"742","35768546"
"741","35768547"
"742","35768547"
"741","35768548"
"742","35768548"
"741","35768549"
"742","35768549"
"741","35768550"
"742","35768550"
"741","35768551"
"742","35768551"
"741","35768552"
"742","35768552"
"741","35768553"
"742","35768553"
"741","35768554"
"742","35768554"
"741","35768555"
"742","35768555"
"741","35768556"
"742","35768556"
"741","35768557"
"742","35768557"
"741","35768558"
"742","35768558"
"741","35768559"
"742","35768559"
"741","35768560"
"742","35768560"
"741","35768561"
"742","35768561"
"741","35768562"
"742","35768562"
"741","35768563"
"742","35768563"
"741","35768564"
"742","35768564"
"741","35768565"
"742","35768565"
"741","35768566"
"742","35768566"
"741","35768567"
"742","35768567"
"741","35768568"
"742","35768568"
"741","35768569"
"742","35768569"
"741","35768570"
"742","35768570"
"741","35768571"
"742","35768571"
"741","35768572"
"742","35768572"
"741","35768573"
"742","35768573"
"741","35768574"
"742","35768574"
"741","35768575"
"742","35768575"
"741","35768576"
"742","35768576"
"741","35768577"
"742","35768577"
"741","35768578"
"742","35768578"
"741","35768579"
"742","35768579"
"741","35768580"
"742","35768580"
"741","35768581"
"742","35768581"
"741","35768582"
"742","35768582"
"741","35768583"
"742","35768583"
"741","35768584"
"742","35768584"
"741","35768585"
"742","35768585"
"741","35768586"
"742","35768586"
"741","35768587"
"742","35768587"
"741","35768588"
"742","35768588"
"741","35768589"
"742","35768589"
"741","35768590"
"742","35768590"
"741","35768591"
"742","35768591"
"741","35768592"
"742","35768592"
"741","35768593"
"742","35768593"
"741","35768594"
"742","35768594"
"741","35768595"
"742","35768595"
"741","35768596"
"742","35768596"
"741","35768597"
"742","35768597"
"741","35768598"
"742","35768598"
"741","35768599"
"742","35768599"
"741","35768600"
"742","35768600"
"741","35768601"
"742","35768601"
"741","35768602"
"742","35768602"
"741","35768603"
"742","35768603"
"741","35768604"
"742","35768604"
"741","35768605"
"742","35768605"
"741","35768606"
"742","35768606"
"741","35768607"
"742","35768607"
"741","35768608"
"742","35768608"
"741","35768609"
"742","35768609"
"741","35768610"
"742","35768610"
"741","35768611"
"742","35768611"
"741","35768612"
"742","35768612"
"741","35768613"
"742","35768613"
"741","35768614"
"742","35768614"
"741","35768615"
"742","35768615"
"741","35768616"
"742","35768616"
"741","35768617"
"742","35768617"
"741","35768618"
"742","35768618"
"741","35768619"
"742","35768619"
"741","35768620"
"742","35768620"
"741","35768621"
"742","35768621"
"741","35768622"
"742","35768622"
"741","35768623"
"742","35768623"
"741","35768624"
"742","35768624"
"741","35768625"
"742","35768625"
"741","35768626"
"742","35768626"
"741","35768627"
"742","35768627"
"741","35768628"
"742","35768628"
"741","35768629"
"742","35768629"
"741","35768630"
"742","35768630"
"741","35768631"
"742","35768631"
"741","35768632"
"742","35768632"
"741","35768633"
"742","35768633"
"741","35768634"
"742","35768634"
"741","35768635"
"742","35768635"
"741","35768636"
"742","35768636"
"741","35768637"
"742","35768637"
"741","35768638"
"742","35768638"
"741","35768639"
"742","35768639"
"741","35768640"
"742","35768640"
"741","35768641"
"742","35768641"
"741","35768642"
"742","35768642"
"741","35768643"
"742","35768643"
"741","35768644"
"742","35768644"
"741","35768645"
"742","35768645"
"741","35768646"
"742","35768646"
"741","35768647"
"742","35768647"
"741","35768648"
"742","35768648"
"741","35768649"
"742","35768649"
"741","35768650"
"742","35768650"
"741","35768651"
"742","35768651"
"741","35768652"
"742","35768652"
"741","35768653"
"742","35768653"
"741","35768654"
"742","35768654"
"741","35768655"
"742","35768655"
"741","35768656"
"742","35768656"
"741","35768657"
"742","35768657"
"741","35768658"
"742","35768658"
"741","35768659"
"742","35768659"
"741","35768660"
"742","35768660"
"741","35768668"
"742","35768668"
"741","35768885"
"742","35768885"
"741","35768886"
"742","35768886"
"741","35768887"
"742","35768887"
"741","35769353"
"742","35769353"
"741","35769767"
"742","35769767"
"741","35769768"
"742","35769768"
"741","35775864"
"742","35775864"
"741","35775865"
"742","35775865"
"741","35775866"
"742","35775866"
"741","35775867"
"742","35775867"
"741","35776330"
"742","35776330"
"741","35776331"
"742","35776331"
"741","35776810"
"742","35776810"
"741","35776811"
"742","35776811"
"741","35776975"
"742","35776975"
"741","35776976"
"742","35776976"
"741","35776977"
"742","35776977"
"741","35776978"
"742","35776978"
"741","35776979"
"742","35776979"
"741","35776980"
"742","35776980"
"741","35776981"
"742","35776981"
"741","35776982"
"742","35776982"
"741","35776983"
"742","35776983"
"741","35776984"
"742","35776984"
"741","35776985"
"742","35776985"
"741","35776986"
"742","35776986"
"741","35776987"
"742","35776987"
"741","35776988"
"742","35776988"
"741","35776989"
"742","35776989"
"741","35776990"
"742","35776990"
"741","35776991"
"742","35776991"
"741","35776992"
"742","35776992"
"741","35776993"
"742","35776993"
"741","35776994"
"742","35776994"
"741","35776995"
"742","35776995"
"741","35776996"
"742","35776996"
"741","35776997"
"742","35776997"
"741","35776998"
"742","35776998"
"741","35776999"
"742","35776999"
"741","35777000"
"742","35777000"
"741","35777001"
"742","35777001"
"741","35777002"
"742","35777002"
"741","35777003"
"742","35777003"
"741","35777004"
"742","35777004"
"741","35777005"
"742","35777005"
"741","35777006"
"742","35777006"
"741","35777007"
"742","35777007"
"741","35777008"
"742","35777008"
"741","35777009"
"742","35777009"
"741","35782786"
"742","35782786"
"741","35782787"
"742","35782787"
"741","35782973"
"742","35782973"
"741","35782974"
"742","35782974"
"741","35782975"
"742","35782975"
"741","35782976"
"742","35782976"
"741","35782977"
"742","35782977"
"741","35782978"
"742","35782978"
"741","35782979"
"742","35782979"
"741","35783373"
"742","35783373"
"741","35783696"
"742","35783696"
"741","35783697"
"742","35783697"
"741","35783698"
"742","35783698"
"741","35783699"
"742","35783699"
"741","35783700"
"742","35783700"
"741","35783701"
"742","35783701"
"741","35783702"
"742","35783702"
"741","35783703"
"742","35783703"
"741","35783704"
"742","35783704"
"741","35783705"
"742","35783705"
"741","35783706"
"742","35783706"
"741","35783707"
"742","35783707"
"741","35783708"
"742","35783708"
"741","35783709"
"742","35783709"
"741","35783710"
"742","35783710"
"741","35783711"
"742","35783711"
"741","35783712"
"742","35783712"
"741","35783713"
"742","35783713"
"741","35783714"
"742","35783714"
"741","35783715"
"742","35783715"
"741","35783716"
"742","35783716"
"741","35783717"
"742","35783717"
"741","35783718"
"742","35783718"
"741","35783719"
"742","35783719"
"741","35783720"
"742","35783720"
"741","35783721"
"742","35783721"
"741","35783722"
"742","35783722"
"741","35783723"
"742","35783723"
"741","35783724"
"742","35783724"
"741","35783725"
"742","35783725"
"741","35783773"
"742","35783773"
"741","35783774"
"742","35783774"
"741","35783906"
"742","35783906"
"741","35783907"
"742","35783907"
"741","35783908"
"742","35783908"
"741","35783909"
"742","35783909"
"741","35783910"
"742","35783910"
"741","35783911"
"742","35783911"
"741","35783912"
"742","35783912"
"741","35783913"
"742","35783913"
"62","35830181"
"76","35830181"
"62","35830182"
"76","35830182"
"62","35830183"
"76","35830183"
"62","35830184"
"76","35830184"
"62","35830185"
"76","35830185"
"62","35830186"
"76","35830186"
"62","35830187"
"76","35830187"
"62","35830188"
"76","35830188"
"62","35830189"
"76","35830189"
"62","35830190"
"76","35830190"
"62","35830191"
"76","35830191"
"62","35830192"
"76","35830192"
"62","35830193"
"76","35830193"
"62","35830194"
"76","35830194"
"62","35830195"
"76","35830195"
"62","35830196"
"76","35830196"
"62","35830197"
"76","35830197"
"62","35830198"
"76","35830198"
"62","35830199"
"76","35830199"
"62","35830200"
"76","35830200"
"62","35830201"
"76","35830201"
"62","35830202"
"76","35830202"
"62","35830203"
"76","35830203"
"62","35830204"
"76","35830204"
"72","35830248"
"75","35830248"
"72","35830249"
"75","35830249"
"72","35830250"
"75","35830250"
"72","35830251"
"75","35830251"
"72","35830252"
"75","35830252"
"72","35830253"
"75","35830253"
"72","35830254"
"75","35830254"
"72","35830255"
"75","35830255"
"72","35830256"
"75","35830256"
"72","35830257"
"75","35830257"
"72","35830258"
"75","35830258"
"72","35830259"
"75","35830259"
"72","35830260"
"75","35830260"
"72","35830261"
"75","35830261"
"72","35830262"
"75","35830262"
"72","35830263"
"75","35830263"
"72","35830264"
"75","35830264"
"72","35830265"
"75","35830265"
"72","35830266"
"75","35830266"
"72","35830267"
"75","35830267"
"72","35830802"
"75","35830802"
"72","35830803"
"75","35830803"
"72","35830804"
"75","35830804"
"72","35830805"
"75","35830805"
"72","35830806"
"75","35830806"
"72","35830807"
"75","35830807"
"72","35830808"
"75","35830808"
"72","35830809"
"75","35830809"
"72","35830810"
"75","35830810"
"72","35830811"
"75","35830811"
"72","35830812"
"75","35830812"
"72","35830813"
"75","35830813"
"72","35830814"
"75","35830814"
"72","35830815"
"75","35830815"
"72","35830816"
"75","35830816"
"72","35830817"
"75","35830817"
"72","35830818"
"75","35830818"
"72","35830819"
"75","35830819"
"72","35830820"
"75","35830820"
"72","35830821"
"75","35830821"
"72","35830822"
"75","35830822"
"72","35830823"
"75","35830823"
"72","35830824"
"75","35830824"
"72","35830825"
"75","35830825"
"72","35830826"
"75","35830826"
"72","35830827"
"75","35830827"
"72","35830828"
"75","35830828"
"72","35830829"
"75","35830829"
"72","35830830"
"75","35830830"
"72","35830831"
"75","35830831"
"72","35830832"
"75","35830832"
"72","35830833"
"75","35830833"
"72","35830834"
"75","35830834"
"72","35830835"
"75","35830835"
"72","35830836"
"75","35830836"
"72","35830837"
"75","35830837"
"72","35830838"
"75","35830838"
"72","35830839"
"75","35830839"
"72","35830840"
"75","35830840"
"72","35830841"
"75","35830841"
"72","35830842"
"75","35830842"
"72","35830843"
"75","35830843"
"72","35830844"
"75","35830844"
"72","35830845"
"75","35830845"
"72","35830846"
"75","35830846"
"72","35830847"
"75","35830847"
"72","35830848"
"75","35830848"
"72","35830849"
"75","35830849"
"Red","35448463-L1"
"Red","35448464-L1"
"Red","35448465-L1"
"Red","35448466-L1"
"Red","35448467-L1"
"Red","35448468-L1"
"Red","35448469-L1"
"Red","35448470-L1"
"Red","35448471-L1"
"Red","35448472-L1"
"Red","35448473-L1"
"Red","35448474-L1"
"Red","35448475-L1"
"Red","35448476-L1"
"Red","35448477-L1"
"Red","35448478-L1"
"Red","35448479-L1"
"Red","35448480-L1"
"Red","35448481-L1"
"Red","35448482-L1"
"Red","35448483-L1"
"Red","35448484-L1"
"Red","35448485-L1"
"Red","35448486-L1"
"Red","35448487-L1"
"Red","35448488-L1"
"Red","35448489-L1"
"Red","35448490-L1"
"Red","35448491-L1"
"Red","35448492-L1"
"Red","35448493-L1"
"Red","35448494-L1"
"Red","35448495-L1"
"Red","35448496-L1"
"Red","35448497-L1"
"Red","35448498-L1"
"Red","35448499-L1"
"Red","35448500-L1"
"Red","35448501-L1"
"Red","35448502-L1"
"Red","35448503-L1"
"Red","35448504-L1"
"Red","35448505-L1"
"Red","35448506-L1"
"Red","35448507-L1"
"Red","35448508-L1"
"Red","35448509-L1"
"Red","35448510-L1"
"Red","35448511-L1"
"Red","35448512-L1"
"Red","35448513-L1"
"Red","35448514-L1"
"Red","35448515-L1"
"Red","35448517-L1"
"Red","35448518-L1"
"Red","35448519-L1"
"Red","35448520-L1"
"Red","35448521-L1"
"Red","35448522-L1"
"Red","35448523-L1"
"Red","35448524-L1"
"Red","35448525-L1"
"Red","35448526-L1"
"Red","35448527-L1"
"Red","35448528-L1"
"Red","35448529-L1"
"Red","35448530-L1"
"Red","35448531-L1"
"Red","35448532-L1"
"Red","35448533-L1"
"Red","35448534-L1"
"Red","35448535-L1"
"Red","35448536-L1"
"Red","35448537-L1"
"Red","35448538-L1"
"Red","35448539-L1"
"Red","35448540-L1"
"Red","35448541-L1"
"Red","35448542-L1"
"Red","35448543-L1"
"Red","35448544-L1"
"Red","35448545-L1"
"Red","35448546-L1"
"Red","35448547-L1"
"Red","35448548-L1"
"Red","35448549-L1"
"Red","35448550-L1"
"Red","35448551-L1"
"Red","35448552-L1"
"Red","35448553-L1"
"Red","35448554-L1"
"Red","35448555-L1"
"Red","35448556-L1"
"Red","35448557-L1"
"Red","35448558-L1"
"Red","35448559-L1"
"Red","35448560-L1"
"Red","35448561-L1"
"Red","35448562-L1"
"Red","35448563-L1"
"Red","35448564-L1"
"Red","35448565-L1"
"Red","35448566-L1"
"Red","35448567-L1"
"Red","35448568-L1"
"Red","35448569-L1"
"Red","35448570-L1"
"Red","35448571-L1"
"Red","35448572-L1"
"Red","35448573-L1"
"Red","35448574-L1"
"Red","35448575-L1"
"Red","35448576-L1"
"Red","35448577-L1"
"Red","35448578-L1"
"Red","35448579-L1"
"Red","35448580-L1"
"Red","35448581-L1"
"Red","35448582-L1"
"Red","35448583-L1"
"Red","35448596-L1"
"Red","35448611-L1"
"Red","35448612-L1"
"Red","35448613-L1"
"Red","35448614-L1"
"Red","35448621-L1"
"Red","35448622-L1"
"Red","35448623-L1"
"Red","35448624-L1"
"Red","35448625-L1"
"Red","35448626-L1"
"Red","35448678-L1"
"Red","35448679-L1"
"Red","35448680-L1"
"Red","35448681-L1"
"Red","35448682-L1"
"Red","35448683-L1"
"Red","35448684-L1"
"Red","35448685-L1"
"Red","35448686-L1"
"Red","35448687-L1"
"Red","35448688-L1"
"Red","35448689-L1"
"Red","35448690-L1"
"Red","35448691-L1"
"Red","35448692-L1"
"Red","35448693-L1"
"Red","35448694-L1"
"Red","35448695-L1"
"Red","35448696-L1"
"Red","35448697-L1"
"Red","35448698-L1"
"Red","35448699-L1"
"Red","35448700-L1"
"Red","35448701-L1"
"Red","35448702-L1"
"Red","35448703-L1"
"Red","35448704-L1"
"Red","35448705-L1"
"Red","35448706-L1"
"Red","35448707-L1"
"Red","35448708-L1"
"Red","35448709-L1"
"Red","35448710-L1"
"Red","35448711-L1"
"Red","35448712-L1"
"Red","35448713-L1"
"Red","35448714-L1"
"Red","35448715-L1"
"Red","35448716-L1"
"Red","35448717-L1"
"Red","35448718-L1"
"Red","35448719-L1"
"Red","35448720-L1"
"Red","35448721-L1"
"Red","35448722-L1"
"Red","35448723-L1"
"Red","35448724-L1"
"Red","35448725-L1"
"Red","35448726-L1"
"Red","35448727-L1"
"Red","35448728-L1"
"Red","35448737-L1"
"Red","35448738-L1"
"Red","35448798-L1"
"Red","35448816-L1"
"Red","35448817-L1"
"Red","35448818-L1"
"Red","35448819-L1"
"Red","35448820-L1"
"Red","35448821-L1"
"Red","35448822-L1"
"Red","35448823-L1"
"Red","35448824-L1"
"Red","35448825-L1"
"Red","35448826-L1"
"Red","35448827-L1"
"Red","35448828-L1"
"Red","35448829-L1"
"Red","35448830-L1"
"Red","35448831-L1"
"Red","35448832-L1"
"Red","35448833-L1"
"Red","35448834-L1"
"Red","35448835-L1"
"Red","35448836-L1"
"Red","35448837-L1"
"Red","35448838-L1"
"Red","35448839-L1"
"Red","35448840-L1"
"Red","35448841-L1"
"Red","35448842-L1"
"Red","35448843-L1"
"Red","35448851-L1"
"Red","35448852-L1"
"Red","35448853-L1"
"Red","35448854-L1"
"Red","35448855-L1"
"Red","35448856-L1"
"Red","35448857-L1"
"Red","35448872-L1"
"Red","35448873-L1"
"Red","35448923-L1"
"Red","35448933-L1"
"Red","35448935-L1"
"Red","35448936-L1"
"Red","35448951-L1"
"Red","35448952-L1"
"Red","35448953-L1"
"Red","35448954-L1"
"Red","35448955-L1"
"Red","35448956-L1"
"Red","35449127-L1"
"Red","35449128-L1"
"Red","35449129-L1"
"Red","35449130-L1"
"Red","35449131-L1"
"Red","35449132-L1"
"Red","35449133-L1"
"Red","35449134-L1"
"Red","35449135-L1"
"Red","35449136-L1"
"Red","35449137-L1"
"Red","35449138-L1"
"Red","35449139-L1"
"Red","35449140-L1"
"Red","35449141-L1"
"Red","35449142-L1"
"Red","35449143-L1"
"Red","35449144-L1"
"Red","35449145-L1"
"Red","35449146-L1"
"Red","35449147-L1"
"Red","35449148-L1"
"Red","35449149-L1"
"Red","35449150-L1"
"Red","35449151-L1"
"Red","35449152-L1"
"Red","35449153-L1"
"Red","35449154-L1"
"Red","35449155-L1"
"Red","35449156-L1"
"Red","35449157-L1"
"Red","35449158-L1"
"Red","35449159-L1"
"Red","35449160-L1"
"Red","35449161-L1"
"Red","35449162-L1"
"Red","35449163-L1"
"Red","35449164-L1"
"Red","35449165-L1"
"Red","35449166-L1"
"Red","35449167-L1"
"Red","35449168-L1"
"Red","35449169-L1"
"Red","35449170-L1"
"Red","35449171-L1"
"Red","35449172-L1"
"Red","35449173-L1"
"Red","35449174-L1"
"Red","35449175-L1"
"Red","35449176-L1"
"Red","35449177-L1"
"Red","35449178-L1"
"Red","35449179-L1"
"Red","35449180-L1"
"Red","35449181-L1"
"Red","35449182-L1"
"Red","35449183-L1"
"Red","35449184-L1"
"Red","35449185-L1"
"Red","35449186-L1"
"Red","35449187-L1"
"Red","35449188-L1"
"Red","35449189-L1"
"Red","35449190-L1"
"Red","35449191-L1"
"Red","35449192-L1"
"Red","35449193-L1"
"Red","35449194-L1"
